graph_index,graph,n,initialization,editsWeight,usedIterations,actualPlateau,time,solved,solution_cost,time_exact,ratio
2283,bio-nr-2283-size-3,3,trivial,0,2,0,35.98052496090531,True,0,0.00019262,1.0
2284,bio-nr-2284-size-4,4,trivial,0,2,0,0.1402811612933874,True,0,0.000230557,1.0
2285,bio-nr-2285-size-22,22,trivial,1467,3,0,15.430554980412126,True,1467,0.023959629,1.0
2286,bio-nr-2286-size-3,3,trivial,0,2,0,0.13288413174450395,True,0,0.00019119099999999998,1.0
2287,bio-nr-2287-size-19,19,trivial,0,2,0,0.2338979393243789,True,0,0.00040382,1.0
2288,bio-nr-2288-size-8,8,trivial,174,2,0,19.95769399218261,True,174,0.0010098289999999998,1.0
2289,bio-nr-2289-size-4,4,trivial,0,2,0,0.1267420593649149,True,0,0.00020919,1.0
2290,bio-nr-2290-size-5,5,trivial,0,3,0,0.17040804959833622,True,0,0.000223322,1.0
2291,bio-nr-2291-size-5,5,trivial,0,3,0,0.15061884187161922,True,0,0.00020903099999999998,1.0
2292,bio-nr-2292-size-11,11,trivial,481,2,0,0.13450090773403645,True,481,0.001612919,1.0
2293,bio-nr-2293-size-17,17,trivial,735,2,0,0.1999940723180771,True,735,0.0015543179999999998,1.0
2294,bio-nr-2294-size-7,7,trivial,83,3,0,21.261990070343014,True,83,0.000759268,1.0
2295,bio-nr-2295-size-21,21,trivial,2636,4,0,0.3258839715272188,True,2636,0.013874778999999999,1.0
2296,bio-nr-2296-size-3,3,trivial,0,2,0,24.88683513365686,True,0,0.000220557,1.0
2297,bio-nr-2297-size-4,4,trivial,0,2,0,0.14823907986283302,True,0,0.00019870400000000001,1.0
2298,bio-nr-2298-size-11,11,trivial,0,2,0,0.15466497279703614,True,0,0.000298089,1.0
2299,bio-nr-2299-size-3,3,trivial,0,2,0,0.12405705638229847,True,0,0.00019409999999999997,1.0
2300,bio-nr-2300-size-10,10,trivial,0,3,0,0.1826789230108261,True,0,0.00029734,1.0
2301,bio-nr-2301-size-5,5,trivial,89,2,0,0.13658287934958935,True,89,0.00072278,1.0
2302,bio-nr-2302-size-9,9,trivial,43,3,0,0.16813096590340135,True,43,0.0007788039999999999,1.0
2303,bio-nr-2303-size-5,5,trivial,28,2,0,0.13030297122895718,True,28,0.000719493,1.0
2304,bio-nr-2304-size-4,4,trivial,0,2,0,44.82426913455129,True,0,0.000269019,1.0
2305,bio-nr-2305-size-5,5,trivial,0,2,0,0.12891902588307858,True,0,0.000243205,1.0
2306,bio-nr-2306-size-17,17,trivial,1245,3,0,0.2289970871061087,True,1245,0.0066509180000000005,1.0
2307,bio-nr-2307-size-12,12,trivial,505,4,0,0.23548398166894915,True,505,0.0013916820000000002,1.0
2308,bio-nr-2308-size-5,5,trivial,0,2,0,0.1293111126869917,True,0,0.000163742,1.0
2309,bio-nr-2309-size-9,9,trivial,0,3,0,0.18639396876096725,True,0,0.000275912,1.0
2310,bio-nr-2310-size-20,20,asc_degree_insert,2411,0,0,0.1923150848597288,True,2411,0.019208358999999998,1.0
2311,bio-nr-2311-size-9,9,trivial,128,2,0,0.15819096006453034,True,128,0.0017502079999999998,1.0
2312,bio-nr-2312-size-9,9,trivial,623,3,0,0.1572989858686924,True,623,0.000870389,1.0
2313,bio-nr-2313-size-6,6,trivial,130,2,0,0.13828394003212452,True,130,0.000746624,1.0
2314,bio-nr-2314-size-6,6,trivial,64,2,0,44.458971126005046,True,64,0.000742538,1.0
2315,bio-nr-2315-size-3,3,trivial,0,2,0,0.11726701632142067,True,0,0.000196769,1.0
2316,bio-nr-2316-size-3,3,trivial,0,2,0,0.13289600610733032,True,0,0.000187997,1.0
2317,bio-nr-2317-size-4,4,trivial,0,2,0,43.374981964007034,True,0,0.000221563,1.0
2318,bio-nr-2318-size-3,3,trivial,0,2,0,0.1233220100402832,True,0,0.000231432,1.0
2319,bio-nr-2319-size-7,7,trivial,93,3,0,0.17276988364756107,True,93,0.000690449,1.0
2320,bio-nr-2320-size-3,3,trivial,0,2,0,1.3103249948471785,True,0,0.000235514,1.0
2321,bio-nr-2321-size-13,13,trivial,165,2,0,0.18307194113731384,True,165,0.001023263,1.0
2322,bio-nr-2322-size-3,3,trivial,0,2,0,0.11858111247420312,True,0,0.000199966,1.0
2323,bio-nr-2323-size-11,11,trivial,336,3,0,0.1721701119095087,True,336,0.001017402,1.0
2324,bio-nr-2324-size-16,16,trivial,0,2,0,0.1983919646590948,True,0,0.00033951300000000005,1.0
2325,bio-nr-2325-size-12,12,trivial,0,3,0,0.1974150072783232,True,0,0.000270368,1.0
2326,bio-nr-2326-size-3,3,trivial,0,5,4,1.6946780961006882,True,0,0.000203909,1.0
2327,bio-nr-2327-size-28,28,trivial,155,3,0,19.295445876196027,True,155,0.001458369,1.0
2328,bio-nr-2328-size-9,9,trivial,0,2,0,0.14647399075329304,True,0,0.00022517599999999997,1.0
2329,bio-nr-2329-size-9,9,trivial,267,3,0,0.17352914437651634,True,267,0.000836756,1.0
2330,bio-nr-2330-size-6,6,editing,65,2,0,46.269208891317255,True,65,0.000805955,1.0
2331,bio-nr-2331-size-22,22,trivial,10293,3,0,0.30101602897048,True,10293,0.015839479,1.0
2332,bio-nr-2332-size-14,14,editing,448,2,0,39.77621695958078,True,448,0.001151546,1.0
2333,bio-nr-2333-size-7,7,trivial,0,3,0,0.16414490528404713,True,0,0.00026188299999999997,1.0
2334,bio-nr-2334-size-4,4,trivial,1000,2,0,0.1327390782535076,True,1000,0.0006352630000000001,1.0
2335,bio-nr-2335-size-18,18,trivial,200,3,0,0.2641899045556784,True,200,0.0024886310000000003,1.0
2336,bio-nr-2336-size-12,12,trivial,1736,3,0,0.19247503951191905,True,1736,0.001422105,1.0
2337,bio-nr-2337-size-3,3,trivial,0,2,0,0.14620204456150532,True,0,0.000197304,1.0
2338,bio-nr-2338-size-22,22,trivial,574,3,0,0.3494219854474068,True,574,0.002520681,1.0
2339,bio-nr-2339-size-25,25,trivial,1672,3,0,23.806727956980467,True,1672,0.014407366000000001,1.0
2340,bio-nr-2340-size-7,7,trivial,353,2,0,0.16694306395947933,True,353,0.000770865,1.0
2341,bio-nr-2341-size-23,23,trivial,2959,4,0,0.3697990905493498,True,2959,0.026096321000000002,1.0
2342,bio-nr-2342-size-12,12,trivial,443,3,0,32.10331313312054,True,443,0.000887297,1.0
2343,bio-nr-2343-size-11,11,trivial,39,4,0,0.21172198466956613,True,39,0.000946372,1.0
2344,bio-nr-2344-size-12,12,trivial,137,4,0,0.2503329887986183,True,137,0.0010201000000000001,1.0
2345,bio-nr-2345-size-8,8,trivial,0,3,0,0.15902705490589142,True,0,0.000287033,1.0
2346,bio-nr-2346-size-15,15,editing,1604,2,0,18.337372923269868,True,1604,0.001752171,1.0
2347,bio-nr-2347-size-16,16,trivial,410,3,0,0.22427691146731374,True,410,0.001132848,1.0
2348,bio-nr-2348-size-3,3,trivial,0,2,0,32.090770080685616,True,0,0.000200855,1.0
2349,bio-nr-2349-size-4,4,trivial,0,2,0,0.12992392294108868,True,0,0.000216609,1.0
2350,bio-nr-2350-size-9,9,trivial,220,3,0,0.16703386791050434,True,220,0.000802222,1.0
2351,bio-nr-2351-size-5,5,trivial,0,2,0,0.16153394244611266,True,0,0.000226242,1.0
2352,bio-nr-2352-size-10,10,trivial,1088,2,0,0.1453401055186987,True,1088,0.0009534260000000001,1.0
2353,bio-nr-2353-size-5,5,trivial,0,2,0,0.14925701543688774,True,0,0.000236679,1.0
2354,bio-nr-2354-size-3,3,trivial,0,2,0,0.13217912055552006,True,0,0.000185247,1.0
2355,bio-nr-2355-size-5,5,trivial,0,2,0,0.13490905985236168,True,0,0.000194037,1.0
2356,bio-nr-2356-size-33,33,trivial,8310,5,0,0.8660769090056419,True,8310,0.104945576,1.0
2357,bio-nr-2357-size-12,12,trivial,675,3,0,0.16656704246997833,True,675,0.001387299,1.0
2358,bio-nr-2358-size-19,19,trivial,1101,3,0,0.2377550117671489,True,1101,0.002259942,1.0
2359,bio-nr-2359-size-4,4,trivial,0,2,0,0.1453859731554985,True,0,0.00019412900000000002,1.0
2360,bio-nr-2360-size-3,3,trivial,0,2,0,50.30716396868229,True,0,0.000216212,1.0
2361,bio-nr-2361-size-4,4,trivial,0,3,0,0.14767912216484547,True,0,0.00022393400000000001,1.0
2362,bio-nr-2362-size-6,6,trivial,276,2,0,0.1503338571637869,True,276,0.00077011,1.0
2363,bio-nr-2363-size-7,7,trivial,28,4,0,0.18394202925264835,True,28,0.0007942569999999999,1.0
2364,bio-nr-2364-size-4,4,trivial,0,2,0,7.288997061550617,True,0,0.000186877,1.0
2365,bio-nr-2365-size-52,52,trivial,4920,3,0,0.8434620685875416,True,4920,4.977093125,1.0
2366,bio-nr-2366-size-3,3,trivial,0,2,0,0.12429291382431985,True,0,0.00023062099999999997,1.0
2367,bio-nr-2367-size-9,9,trivial,522,4,0,0.20446605049073696,True,522,0.0008942560000000001,1.0
2368,bio-nr-2368-size-4,4,trivial,0,2,0,0.1276540569961071,True,0,0.00022992799999999998,1.0
2369,bio-nr-2369-size-9,9,trivial,897,3,0,27.189320884644985,True,897,0.001974005,1.0
2370,bio-nr-2370-size-9,9,trivial,272,2,0,0.1672450453042984,True,272,0.0009358130000000001,1.0
2371,bio-nr-2371-size-7,7,trivial,352,3,0,0.17032306641340256,True,352,0.000724285,1.0
2372,bio-nr-2372-size-13,13,trivial,275,3,0,0.204544048756361,True,275,0.0008633989999999999,1.0
2373,bio-nr-2373-size-5,5,trivial,0,2,0,0.13525993563234806,True,0,0.000212466,1.0
2374,bio-nr-2374-size-4,4,trivial,0,2,0,0.12884289026260376,True,0,0.000195928,1.0
2375,bio-nr-2375-size-11,11,trivial,688,4,0,0.2183679025620222,True,688,0.001051628,1.0
2376,bio-nr-2376-size-4,4,trivial,0,2,0,29.51154392212629,True,0,0.00020664200000000002,1.0
2377,bio-nr-2377-size-12,12,trivial,3520,3,0,19.899477949365973,True,3520,0.00122245,1.0
2378,bio-nr-2378-size-14,14,trivial,479,4,0,34.59342592395842,True,479,0.00098354,1.0
2379,bio-nr-2379-size-9,9,trivial,0,2,0,18.15547002479434,True,0,0.000248059,1.0
2380,bio-nr-2380-size-4,4,trivial,0,2,0,0.15547103248536587,True,0,0.000220371,1.0
2381,bio-nr-2381-size-4,4,trivial,0,2,0,0.15510502271354198,True,0,0.000188975,1.0
2382,bio-nr-2382-size-8,8,trivial,0,3,0,34.604952903464444,True,0,0.000234931,1.0
2383,bio-nr-2383-size-4,4,trivial,0,2,0,9.914956986904144,True,0,0.000213009,1.0
2384,bio-nr-2384-size-20,20,trivial,2636,3,0,0.23139407858252525,True,2636,0.005493975,1.0
2385,bio-nr-2385-size-3,3,trivial,0,2,0,0.12372015044093132,True,0,0.00018469799999999999,1.0
2386,bio-nr-2386-size-4,4,trivial,0,2,0,0.12477906420826912,True,0,0.000150875,1.0
2387,bio-nr-2387-size-10,10,trivial,0,3,0,0.19115000031888485,True,0,0.000292755,1.0
2388,bio-nr-2388-size-4,4,trivial,1000,2,0,15.422862954437733,True,1000,0.0006396819999999999,1.0
2389,bio-nr-2389-size-22,22,trivial,2658,5,0,30.18894488923252,True,2658,0.013140106,1.0
2390,bio-nr-2390-size-6,6,trivial,0,3,0,0.1903169322758913,True,0,0.000223125,1.0
2391,bio-nr-2391-size-5,5,trivial,0,2,0,28.64251006394625,True,0,0.000234377,1.0
2392,bio-nr-2392-size-3,3,trivial,0,2,0,20.108400145545602,True,0,0.000189925,1.0
2393,bio-nr-2393-size-6,6,trivial,0,2,0,0.13648904860019684,True,0,0.000228514,1.0
2394,bio-nr-2394-size-7,7,trivial,40,2,0,0.1439228653907776,True,40,0.000641731,1.0
2395,bio-nr-2395-size-3,3,trivial,0,2,0,0.12389314360916615,True,0,0.000233647,1.0
2396,bio-nr-2396-size-4,4,trivial,0,2,0,0.13311905786395073,True,0,0.000204112,1.0
2397,bio-nr-2397-size-4,4,trivial,0,2,0,16.834876034408808,True,0,0.000231938,1.0
2398,bio-nr-2398-size-6,6,trivial,139,2,0,0.13862713240087032,True,139,0.000753086,1.0
2399,bio-nr-2399-size-5,5,trivial,0,3,0,0.14218082651495936,True,0,0.000157717,1.0
2400,bio-nr-2400-size-4,4,trivial,0,2,0,0.13126200065016747,True,0,0.000183523,1.0
2401,bio-nr-2401-size-4,4,trivial,0,2,0,0.1221101265400648,True,0,0.00020664400000000002,1.0
2402,bio-nr-2402-size-4,4,trivial,0,2,0,0.15685497783124447,True,0,0.000227816,1.0
2403,bio-nr-2403-size-6,6,trivial,0,2,0,34.08143506385386,True,0,0.000223744,1.0
2404,bio-nr-2404-size-20,20,trivial,942,3,0,0.22108596749603748,True,942,0.006171753,1.0
2405,bio-nr-2405-size-13,13,editing,1204,2,0,26.46924904547632,True,1204,0.00231483,1.0
2406,bio-nr-2406-size-11,11,trivial,3,2,0,40.1782700791955,True,3,0.0008873360000000001,1.0
2407,bio-nr-2407-size-37,37,trivial,4013,5,0,0.8645139168947935,True,4013,0.010944443,1.0
2408,bio-nr-2408-size-7,7,trivial,53,3,0,0.1544291153550148,True,53,0.000775669,1.0
2409,bio-nr-2409-size-3,3,trivial,0,2,0,0.13628602027893064,True,0,0.00018334,1.0
2410,bio-nr-2410-size-9,9,editing,280,2,0,16.54007495380938,True,280,0.000853919,1.0
2411,bio-nr-2411-size-4,4,trivial,0,3,0,0.13767206110060215,True,0,0.000196453,1.0
2412,bio-nr-2412-size-9,9,trivial,0,2,0,0.15448685735464096,True,0,0.00023889,1.0
2413,bio-nr-2413-size-4,4,trivial,0,2,0,0.13201311230659485,True,0,0.00021998700000000002,1.0
2414,bio-nr-2414-size-3,3,trivial,0,2,0,0.12850621715188024,True,0,0.000217173,1.0
2415,bio-nr-2415-size-27,27,trivial,1405,3,0,0.3871528897434473,True,1405,0.004233710999999999,1.0
2416,bio-nr-2416-size-21,21,trivial,314,2,0,0.19714515656232834,True,314,0.002141483,1.0
2417,bio-nr-2417-size-9,9,trivial,1000,3,0,0.18934509716928005,True,1000,0.0007868860000000001,1.0
2418,bio-nr-2418-size-28,28,trivial,3328,5,0,0.6171041168272495,True,3328,0.006953231999999999,1.0
2419,bio-nr-2419-size-4,4,trivial,0,2,0,37.135522114112966,True,0,0.00021683799999999999,1.0
2420,bio-nr-2420-size-19,19,trivial,487,5,0,35.15878296457231,True,487,0.001628901,1.0
2421,bio-nr-2421-size-7,7,trivial,253,3,0,31.346202129498124,True,253,0.000827142,1.0
2422,bio-nr-2422-size-3,3,trivial,0,2,0,31.127218157052994,True,0,0.00018796200000000001,1.0
2423,bio-nr-2423-size-17,17,trivial,3101,5,0,0.31682918779551983,True,3101,0.002215483,1.0
2424,bio-nr-2424-size-27,27,trivial,3918,3,0,0.41571888141334057,True,3918,0.005563131,1.0
